activite_association,id,nom_beneficiaire,Nature subv.,objet,"N°
DCM",annee_vote,montant,"Conv°
Lettre engagement",siret, Nature , Modalités de paiement ,Technique & Recherche,Architecture & urbanisme,Social,Education & formation,Culture & Arts,Humanitaire,Communication & média,Environnement & écologie,Aides aux associations,Sport,Santé,Relations internationales,Idée & opinion,Loisirs,Déplacements et transports,Tourisme,Mémoire,Défense des droits et des intérêts,Economie,Emploi,Précarité & Exclusion,Vie et animation locale
Santé,3317.0,SPHERES SOINS PALLIATIFS HOPITAL ET RESEAUX EXTERNES DE SANTE CA3317!,Fonctionnement,,V2018-510,19/12/2018,1800,En attente réception,47851027400036.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Social/Social,3318.0,ASSOCIATION NATIONALE LE REFUGE CA3318!,Fonctionnement,,V2018-493,19/12/2018,1800,En attente réception,44963103500036.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,3324.0,CERCLE DES ANCIENS DE L'ETOILE BLEUE DE MONTPELLIER CA3324!,Fonctionnement,,V2018-483,19/12/2018,400,En attente réception,39194005000001.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,3359.0,MOUVEMENT DU NID CA3359!,Fonctionnement,,V2018-510,19/12/2018,6800,En attente réception,77572374500045.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Architecture & urbanisme/Déplacements et transports,3366.0,VELOCITE LANGUEDOC CA3366!,Fonctionnement,,V2018-517,19/12/2018,800,En attente réception,75257756900011.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Culture & Arts,3403.0,ASSO INTERNATIONALE SAINT ROCH DE MONTPELLIER CA3403!,Projet,RENCONTRES ET FÊTES INTERNATIONALES ST ROCH MONTPELLIER,V2018-508,19/12/2018,15000,En attente réception,51021327500017.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3426.0,LA MENTIRA CA3426!,Fonctionnement,,V2018-508,19/12/2018,2000,En attente réception,45265046800047.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3426.0,LA MENTIRA CA3426!,Projet,UN AGE CERTAIN,V2018-508,19/12/2018,500,En attente réception,45265046800047.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,3440.0,COMITE DE QUARTIER DE TOURNEZY CA3440!,Fonctionnement,,V2018-483,19/12/2018,500,En attente réception,75326229400014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3455.0,ARTEFACTDANSE CA3455!,Projet,IMPACT FESTIVAL MONTPELLIER DANSE,V2018-508,19/12/2018,500,En attente réception,38020598900045.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3471.0,COMPAGNIE DES NUITS PARTAGEES CA3471!,Fonctionnement,,V2018-508,19/12/2018,2000,En attente réception,44046586200025.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santé,3527.0,GROUPE DES APHASIQUES DE MONTPELLIER ET DE L'HERAULT CA3527!,Fonctionnement,,V2018-510,19/12/2018,300,En attente réception,48806624200022.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Education & formation,3536.0,LES AMIS DE LA MEMOIRE PEDAGOGIQUE CA3536!,Fonctionnement,,V2018-486,19/12/2018,200,En attente réception,48133067800014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economie/Economie,3546.0,LES VOIES DES PALAIS CA3546!,Fonctionnement,,V2018-504,19/12/2018,1200,Reçue,75389821200018.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Culture & Arts,3564.0,JAZZ CLUB MONTPELLIER JCM CA3564!,Fonctionnement,,V2018-508,19/12/2018,1300,En attente réception,50434366600013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3568.0,MONTPELLIER BASKET MOSSON CA3568!,Fonctionnement,,V2018-488,19/12/2018,20000,En attente réception,44783253600034.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3568.0,MONTPELLIER BASKET MOSSON CA3568!,Projet,TOURNOI INTERNATIONALE,V2018-488,19/12/2018,1000,En attente réception,44783253600034.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,3568.0,MONTPELLIER BASKET MOSSON CA3568!,Projet,STAGE DE BASKET-BALL,V2018-488,19/12/2018,2700,En attente réception,44783253600034.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,3632.0,CERCLE CULTUREL AMIS DE MALTE DU LR ET AMICALE ANCIENS DE TUNISIE CA3632!,Fonctionnement,,V2018-483,19/12/2018,1200,En attente réception,48968779800012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3634.0,ECOLE DE BOWLING DE MONTPELLIER CA3634!,Fonctionnement,,V2018-488,19/12/2018,1700,En attente réception,42880951100010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,3634.0,ECOLE DE BOWLING DE MONTPELLIER CA3634!,Projet,STAGE D'INITIATION BOWLING DANS LE CADRE DE MONTPELLIER SPORT,V2018-488,19/12/2018,3200,En attente réception,42880951100010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3636.0,ASSOCIATION MONTPELLIERAINE POUR UN JUDAISME HUMANISTE ET LAIQUE CA3636!,Fonctionnement,,V2018-508,19/12/2018,800,En attente réception,75372679300015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3659.0,MONTPELLIER MEDITERRANEE METROPOLE TAEKWONDO CA3659!,Fonctionnement,,V2018-488,19/12/2018,10200,En attente réception,79368457200019.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3659.0,MONTPELLIER MEDITERRANEE METROPOLE TAEKWONDO CA3659!,Projet,MONTPELLIER KIDS TOURNAMENT,V2018-488,19/12/2018,1000,En attente réception,79368457200019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,3659.0,MONTPELLIER MEDITERRANEE METROPOLE TAEKWONDO CA3659!,Projet,PARTENARAIT SPORT VACANCES,V2018-488,19/12/2018,4500,En attente réception,79368457200019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3671.0,CROUS - PASS'CULTURE CA3671!,Projet,YOOT,V2018-508,19/12/2018,17000,En attente réception,18340008400012.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Education & formation,3675.0,ESSOR SAVOIRS ET PARTAGE CA3675!,Fonctionnement,,V2018-489,19/12/2018,4000,En attente réception,43980153100047.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,3679.0,BOUT'ENTRAIN CA3679!,Fonctionnement,,V2018-483,19/12/2018,500,En attente réception,75216212300018.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,3679.0,BOUT'ENTRAIN CA3679!,Projet,BOUT EN TRAIN FAIT SON CINÉMA,V2018-483,19/12/2018,700,En attente réception,75216212300018.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,3680.0,COMITE DE QUARTIER MION ASSOCIATION CA3680!,Fonctionnement,,V2018-483,19/12/2018,500,En attente réception,75243043900014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3745.0,ASSOCIATION CHRETIENS ET CULTURES CA3745!,Projet,"""22IÈME FESTIVAL CHRÉTIEN DU CINÉMA "" UN TICKET POUR LE PARADIS! ",V2018-508,19/12/2018,8000,En attente réception,42003703800015.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3745.0,ASSOCIATION CHRETIENS ET CULTURES CA3745!,Projet,20IÈME FESTIVAL INTERRELIGIEUX DE MUSIQUES SACRÉES ,V2018-508,19/12/2018,15000,En attente réception,42003703800015.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3746.0,ASSOCIATION UNI'SONS CA3746!,Fonctionnement,,V2018-508,19/12/2018,5000,En attente réception,41196864700049.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,3746.0,ASSOCIATION UNI'SONS CA3746!,Projet,LES JEUNES VOIX D'ARABESQUES,V2018-486,19/12/2018,1000,En attente réception,41196864700049.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport,3762.0,ICE ROLLER SCHOOL MONTPELLIER CA3762!,Projet,ICE ROLLER SCHOOL MONTPELLIER,V2018-488,19/12/2018,1500,En attente réception,48787288900026.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,3777.0,CITE CITOYENNE CA3777!,Fonctionnement,,V2018-486,19/12/2018,1400,En attente réception,50071297100026.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3808.0,MONTPELLIER CULTURE SPORT ADAPTE MCSA. CA3808!,Fonctionnement,,V2018-488,19/12/2018,3200,En attente réception,44103322200023.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3808.0,MONTPELLIER CULTURE SPORT ADAPTE MCSA. CA3808!,Projet,CHACUN SA FOULEE,V2018-488,19/12/2018,500,En attente réception,44103322200023.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3833.0,MONTPELLIER LANGUEDOC CYCLISME CA3833!,Fonctionnement,,V2018-488,19/12/2018,3600,En attente réception,44894104700038.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,3833.0,MONTPELLIER LANGUEDOC CYCLISME CA3833!,Projet,STAGE TETE ET JAMBES,V2018-488,19/12/2018,2500,En attente réception,44894104700038.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,3845.0,BALTHAZAR CENTRE DES ARTS DU CIRQUE CA3845!,Projet,SPORT POUR TOUS,V2018-488,19/12/2018,2000,En attente réception,38212441000038.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3845.0,BALTHAZAR CENTRE DES ARTS DU CIRQUE CA3845!,Fonctionnement,,V2018-508,19/12/2018,15000,En attente réception,38212441000038.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,3855.0,MOUVEMENT CITOYENNES MAINTENANT CA3855!,Fonctionnement,LÉGALITÉ FILLE GARÇON C' EST BON POUR LES DROITS DE L ENFANT ,V2018-510,19/12/2018,500,En attente réception,43174918300015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Social/Défense des droits et des intérêts,3855.0,MOUVEMENT CITOYENNES MAINTENANT CA3855!,Projet,LÉGALITÉ FILLE GARÇON C' EST BON POUR LES DROITS DE L ENFANT ,V2018-510,19/12/2018,500,En attente réception,43174918300015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Social/Social,3873.0,SERVICE DES TRADUCTEURS D'URGENCE STU CA3873!,Fonctionnement,,V2018-495,19/12/2018,2000,En attente réception,41138989300032.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,3901.0,HALTE POUCE CA3901!,Projet,ENFANCE ACCOMPAGNEMENT HANDICAP,V2018-498,19/12/2018,3500,Reçue,48434516000085.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,3901.0,HALTE POUCE CA3901!,Projet,REUSSITE EDUCATIVE HANDICAP,V2018-486,19/12/2018,3500,En attente réception,48434516000085.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport,3914.0,MONTPELLIER METROPOLE HOCKEY CLUB CA3914!,Projet,STAGE MONTPELLIER SPORT,V2018-488,19/12/2018,2700,En attente réception,44762798500016.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,3932.0,"ASSOCIATION DES CEVENNES INSERTION, LOISIRS ET EDUCATION - ACLE CA3932!",Fonctionnement,,V2018-486,19/12/2018,8200,En attente réception,39784666800010.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3933.0,MONTPELLIER ROLLER HOCKEY CLUB MRHC CA3933!,Fonctionnement,,V2018-488,19/12/2018,6300,En attente réception,41374715500021.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,3940.0,MARE NOSTRUM CA3940!,Fonctionnement,,V2018-483,19/12/2018,500,En attente réception,78866559400016.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3961.0,COMPAGNIE AURELIA CA3961!,Fonctionnement,,V2018-508,19/12/2018,5000,En attente réception,41893622500022.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3988.0,MAISON DE LA POESIE JEAN JOUBERT CA3988!,Fonctionnement,,V2018-508,19/12/2018,7000,En attente réception,48538909200019.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3988.0,MAISON DE LA POESIE JEAN JOUBERT CA3988!,Projet,LE PRINTEMPS DES POÈTES À MONTPELLIER,V2018-508,19/12/2018,5000,En attente réception,48538909200019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3996.0,ENSEMBLE CHORAL UNIVERSITAIRE DE MONTPELLIER ECUME CA3996!,Fonctionnement,,V2018-508,19/12/2018,3000,En attente réception,41292206400016.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,4010.0,L'AUTRE THEATRE CA4010!,Fonctionnement,,V2018-508,19/12/2018,1900,En attente réception,49945502000010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,4011.0,ATOUT CHOEUR CA4011!,Fonctionnement,,V2018-508,19/12/2018,800,En attente réception,48933615600018.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,4012.0,MONTPELLIER AGGLOMERATION FUTSAL CA4012!,Fonctionnement,,V2018-488,19/12/2018,3000,En attente réception,42087589000055.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,4012.0,MONTPELLIER AGGLOMERATION FUTSAL CA4012!,Projet,SPORT,V2018-488,19/12/2018,2700,En attente réception,42087589000055.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,4038.0,CLUB PYRAMIDE PHILAE 34 CA4038!,Fonctionnement,,V2018-483,19/12/2018,300,En attente réception,78851220000015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,4048.0,VISITE MALADES ETABLISSEMENTS HOSPITALIERS VMEH CA4048!,Fonctionnement,,V2018-495,19/12/2018,1500,En attente réception,50275791700013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
