Thématique,N°Asso.,Nom association,Nature subv.,Titre du projet,"N°
DCM","DCM
Date", Accordé ,"Conv°
Lettre engagement",SIRET, Nature , Modalités de paiement 
SANTE,4452,ASSOCIATION POUR LE DEVELOPPEMENT DES SOINS PALLIATIFS CA4452!,Fonctionnement,,V2018-510,19/12/2018,"1,000 €",En attente réception,45231149100032,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4478,IDENTITES ET PARTAGE CA4478!,Projet,NOUVEL AN BERBERE (YENNAYER),V2018-508,19/12/2018,500 €,En attente réception,44941205500013,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4489,RING ATHLETIQUE DU PETIT BARD CA4489!,Fonctionnement,,V2018-488,19/12/2018,"1,500 €",En attente réception,45173333100016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4489,RING ATHLETIQUE DU PETIT BARD CA4489!,Projet,MIXITÉ SOCIALE DANS LA BOXE ANGLAISE,V2018-488,19/12/2018,"1,000 €",En attente réception,45173333100016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
PARTENARIATS SPORT,4489,RING ATHLETIQUE DU PETIT BARD CA4489!,Projet,PRATIQUE DE LA BOXE ENFANTS,V2018-488,19/12/2018,"1,800 €",En attente réception,45173333100016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4527,"INSTITUT  UNIVERSITAIRE MAIMONIDE, AVERROES, THOMAS D'AQUIN CA4527!",Fonctionnement,,V2018-508,19/12/2018,"40,000 €",En attente réception,42896610500028,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
JEUNESSE & SPORT / SPORTS,4533,JEUNESSE SANS FRONTIERES CA4533!,Fonctionnement,,V2018-488,19/12/2018,800 €,En attente réception,49810029600017,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
URBANISME ET AMENAGEMENT DURABLE / ECOMOBILITE,4534,LE VIEUX BICLOU CA4534!,Fonctionnement,,V2018-517,19/12/2018,"4,000 €",En attente réception,49150005400029,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4544,CHOEUR POLYPHONIQUE OCCITAN DE MONTPELLIER NADALENCA CA4544!,Fonctionnement,,V2018-508,19/12/2018,"1,000 €",En attente réception,49876584100016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4547,LA MAISON DU JUDO CA4547!,Fonctionnement,,V2018-488,19/12/2018,"2,000 €",En attente réception,48405322800025,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
PARTENARIATS SPORT,4547,LA MAISON DU JUDO CA4547!,Projet,INITIATION JUDO AU PETIT BARD,V2018-488,19/12/2018,"2,000 €",En attente réception,48405322800025,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4556,MONTPELLIER EAUX VIVES CANOE-KAYAK MEVCK CA4556!,Fonctionnement,,V2018-488,19/12/2018,"4,800 €",En attente réception,43275729200045,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
PARTENARIATS SPORT,4556,MONTPELLIER EAUX VIVES CANOE-KAYAK MEVCK CA4556!,Projet,LA TETE ET LES JAMBES ,V2018-488,19/12/2018,"2,500 €",En attente réception,43275729200045,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4561,ASSOCIATION SPORTIVE DES TERRITORIAUX DE MONTPELLIER MEDITERRANEE METROPLOLE CA4561!,Fonctionnement,,V2018-488,19/12/2018,"7,800 €",En attente réception,75322058100015,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
CULTURE,4573,ATELIER DE RENCONTRE ET DE RECHERCHE COMPARATIVE EN ETHNOLOGIE CA4573!,Fonctionnement,,V2018-508,19/12/2018,700 €,En attente réception,40211431800056,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,4594,COMITE DE QUARTIER LES AMOUREUX DE CANDOLLE CA4594!,Fonctionnement,,V2018-483,19/12/2018, 500 € ,En attente réception,47798306800016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,4594,COMITE DE QUARTIER LES AMOUREUX DE CANDOLLE CA4594!,Projet,ZIP ET PUCES,V2018-483,19/12/2018, 700 € ,En attente réception,47798306800016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4619,MINI BOLIDE MONTPELLIERAIN CA4619!,Fonctionnement,,V2018-488,19/12/2018,500 €,En attente réception,52802982000016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4630,CHOEUR D'O CA4630!,Projet,CONCERTS ANNUELS DU CHOEUR D'Ô,V2018-508,19/12/2018,800 €,En attente réception,49346871400016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / SOLIDARITE,4636,LE PEYROU LES SENIORS EN ACTION CA4636!,Fonctionnement,,V2018-495,19/12/2018,400 €,En attente réception,75333621300016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4643,MONTPELLIER FUNNY RIDERS CA4643!,Fonctionnement,,V2018-488,19/12/2018,"2,000 €",En attente réception,54008755800016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
PARTENARIATS SPORT,4643,MONTPELLIER FUNNY RIDERS CA4643!,Projet,STAGES MONTPELLIER SPORT,V2018-488,19/12/2018,"2,500 €",En attente réception,54008755800016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
ECONOMIE / DEV ECO COMMERCIAL,4664,MARCHES PAYSANS ASSOCIATION CA4664!,Fonctionnement,,V2018-504,19/12/2018,500 €,Reçue,79010062200014,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4701,MFA MONTPELLIER FOOTBALL AMERICAIN LES HURRICANES CA4701!,Fonctionnement,,V2018-488,19/12/2018,"3,000 €",En attente réception,54004434400013,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
PARTENARIATS SPORT,4701,MFA MONTPELLIER FOOTBALL AMERICAIN LES HURRICANES CA4701!,Projet,STAGES SPORTS,V2018-488,19/12/2018,500 €,En attente réception,54004434400013,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4720,AGGLOMERATION MONTPELLIER SPORT D'ORIENTATION DE L'HERAULT CA4720!,Fonctionnement,,V2018-488,19/12/2018,"1,000 €",En attente réception,44818103200013,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
PARTENARIATS SPORT,4720,AGGLOMERATION MONTPELLIER SPORT D'ORIENTATION DE L'HERAULT CA4720!,Projet,COURSE D'ORIENTATION ET TIR À LA CARABINE,V2018-488,19/12/2018,"2,000 €",En attente réception,44818103200013,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4726,L'ACCROCHE CHOEUR CA4726!,Fonctionnement,FONCTIONNEMENT,V2018-508,19/12/2018,800 €,En attente réception,75247483300015,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4744,CHEVRE FEUILLE ETOILEE EDITIONS CA4744!,Fonctionnement,,V2018-508,19/12/2018,900 €,En attente réception,42977787300051,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,4747,ANIMATION ET VIE DES AUBES AVA CA4747!,Fonctionnement,,V2018-483,19/12/2018, 500 € ,En attente réception,48811218600017,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,4747,ANIMATION ET VIE DES AUBES AVA CA4747!,Projet,AUBESESSION D'ARTISTES,V2018-483,19/12/2018, 700 € ,En attente réception,48811218600017,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4752,ASSOCIATION CONTINUUM CA4752!,Projet,XIX ENCAS DE JAZZ,V2018-508,19/12/2018,"2,000 €",En attente réception,42857892600035,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4755,ASSOCIATION LOLA PRODUCT CA4755!,Projet,RELEASE PARTY COMPILATION SUBSONIC 2019,V2018-508,19/12/2018,"1,800 €",En attente réception,39047337900027,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4755,ASSOCIATION LOLA PRODUCT CA4755!,Fonctionnement,,V2018-508,19/12/2018,"6,000 €",En attente réception,39047337900027,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
INTERNATIONAL,4763,MONTPELLIER CUBA SOLIDARITE CA4763!,Fonctionnement,,V2018-513,19/12/2018,700 €,En attente réception,52824205000011,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / COHESION SOCIALE,4773,"DEFI - DEVELOPPEMENT, FORMATION, INSERTION CA4773!",Fonctionnement,,V2018-495,19/12/2018,"5,000 €",En attente réception,40364431300047,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4778,ART ET CREATION CHORALE ACC CA4778!,Fonctionnement,,V2018-508,19/12/2018,"1,200 €",En attente réception,52214964000024,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4799,CABOMUNDO - CAP MONDE CA4799!,Fonctionnement,FONCTIONNEMENT,V2018-508,19/12/2018,"2,000 €",En attente réception,48865273600015,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4806,ASSOCIATION SPORTIVE ET CULTURELLE PAILLADE MERCURE CA4806!,Fonctionnement,,V2018-488,19/12/2018,"6,000 €",En attente réception,41256475900014,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
PARTENARIATS SPORT,4806,ASSOCIATION SPORTIVE ET CULTURELLE PAILLADE MERCURE CA4806!,Projet,STAGES ,V2018-488,19/12/2018,"3,300 €",En attente réception,41256475900014,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / DROIT DES FEMMES,4807,ASSOCIATION TIN HINAN CA4807!,Fonctionnement,,V2018-510,19/12/2018,"4,000 €",En attente réception,43323115600020,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4812,COMPAGNIE ADESSO E SEMPRE CA4812!,Fonctionnement,,V2018-508,19/12/2018,"8,500 €",En attente réception,38895307700061,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
CULTURE,4817,VOX RAPIDO CA4817!,Fonctionnement,,V2018-508,19/12/2018,"3,200 €",En attente réception,45119387400018,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4819,L'ATALANTE CA4819!,Fonctionnement,,V2018-508,19/12/2018,"3,500 €",En attente réception,43216974600034,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,4840,ADEQV QUARTIERS PETIT BARD PERGOLA ADEQV CA4840!,Fonctionnement,,V2018-483,19/12/2018, 500 € ,En attente réception,74982582400016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / JEUNESSE VIE ETUDIANTE,4867,SOS JEUNES CA4867!,Fonctionnement,,V2018-489,19/12/2018,"2,000 €",En attente réception,44819541200029,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4870,CLUB SPORTIF DES SOURDS DE MONTPELLIER CA4870!,Fonctionnement,,V2018-488,19/12/2018,"2,000 €",En attente réception,80991633100014,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4870,CLUB SPORTIF DES SOURDS DE MONTPELLIER CA4870!,Projet,DEAF VOLLEYBALL CHAMPION LEAGUE - CSSM VOLLEYBALL MASCULIN,V2018-488,19/12/2018,"1,000 €",En attente réception,80991633100014,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4875,ASSOCIATION SPORTIVE DE CELLENEUVE CA4875!,Fonctionnement,,V2018-488,19/12/2018,"5,500 €",En attente réception,44913956700019,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
JEUNESSE & SPORT / SPORTS,4875,ASSOCIATION SPORTIVE DE CELLENEUVE CA4875!,Projet,TOURNOI ANNUEL,V2018-488,19/12/2018,500 €,En attente réception,44913956700019,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
PARTENARIATS SPORT,4875,ASSOCIATION SPORTIVE DE CELLENEUVE CA4875!,Projet,STAGE VACANCE FOOT,V2018-488,19/12/2018,"2,900 €",En attente réception,44913956700019,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4890,ASSOCIATION OMNISPORT DE MONTPELLIER FIGUEROLLES CA4890!,Fonctionnement,,V2018-488,19/12/2018,"2,700 €",En attente réception,50464704100012,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4890,ASSOCIATION OMNISPORT DE MONTPELLIER FIGUEROLLES CA4890!,Projet,RESPECT D AUTRUI ET DE SOI VIA LE SPORT,V2018-488,19/12/2018,500 €,En attente réception,50464704100012,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
PARTENARIATS SPORT,4890,ASSOCIATION OMNISPORT DE MONTPELLIER FIGUEROLLES CA4890!,Projet,ANIMATION SPORTIVE,V2018-488,19/12/2018,"2,500 €",En attente réception,50464704100012,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4928,VILCANOTA CA4928!,Fonctionnement,,V2018-508,19/12/2018,"1,500 €",En attente réception,44048749400021,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4932,COMPAGNIE DORE CA4932!,Fonctionnement,,V2018-508,19/12/2018,"2,000 €",En attente réception,42195229200058,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4932,COMPAGNIE DORE CA4932!,Projet,GARE AUX CLOWNS,V2018-508,19/12/2018,"1,000 €",En attente réception,42195229200058,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
